

start_list
Girls 50m Freestyle,Preliminaries - Heat 1
1,,
2,,
3,JIS,NATASHA NURJADIN
4,JIS,CECILLIA BAE
5,ISM,DANIELLE LEE
6,,
7,,


start_list
Girls 50m Freestyle,Preliminaries - Heat 1
1,SAS,MONICA CHRITTON
2,TAS,JOSEPHINE KUO
3,SAS,CASSANDRA MAILLET
4,ISB,EARN KHUNPINIT
5,TAS,FIONA FONG
6,ISB,JOANNA THOMPSON
7,TAS,JOSIE CHEN


start_list
Girls 50m Freestyle,Preliminaries - Heat 1
1,JIS,JADE DHARMADJI
2,ISM,LUNA IAI
3,ISB,DANA SAE-ANG
4,ISB,SIDNEY SMITH
5,SAS,ELIZABETH HIGH
6,TAS,JESSICA CHEN
7,ISM,LINDSEY LANGVIN


start_list
Girls 50m Freestyle,Preliminaries - Heat 1
1,ISKL,AIKATERINI PIKOUNI
2,ISKL,JIYOON FRANTZEN
3,JIS,MAGGIE MCGUFFEE
4,ISKL,JENNA LYNN
5,ISKL,ISABELLA SCILLITANI
6,SAS,BRITTANY FRIED
7,ISM,JOANNA HIRSCH
